auc,recall,f1,fpr,dataset
0.6203568360525593,9.535245091114564e-05,0.0001836566029650338,0.049990776609481646,CIC-IDS2017
0.7886275906913154,0.06744734859521878,0.12454828584931955,0.049995380131204276,CSE-CIC-IDS2018
0.7265209788574614,0.14697276614899843,0.1322745963903012,0.04999529076886047,UNSW-NB15
,0.758148,0.862439339577783,0.0,BoT-IoT
0.896203845013234,0.7379862700228833,0.12366983031348865,0.04475558189287185,CIC-ToN-IoT
